geo_id,heat_length_of_distribution_pipelines_in_meter_per_residence_object_first_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_second_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_third_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fourth_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fifth_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_first_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_second_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_third_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_fourth_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_fifth_bracket,heat_share_of_apartments_with_block_heating
BU18910201,13.3,13.3,13.3,13.3,13.3,11.8,11.8,11.8,11.8,11.8,0.15
BU18910202,36.8,36.8,36.8,36.8,36.8,21.3,21.3,21.3,21.3,21.3,0.15
BU18910208,27.4,27.4,27.4,27.4,27.4,29,29,29,29,29,0.15
BU18910209,11.3,11.3,11.3,11.3,11.3,33.6,33.6,33.6,33.6,33.6,0.15
BU18910300,16.5,16.5,16.5,16.5,16.5,13.3,13.3,13.3,13.3,13.3,0.15
BU18910301,13.5,13.5,13.5,13.5,13.5,31.7,31.7,31.7,31.7,31.7,0.15
BU18910309,14.9,14.9,14.9,14.9,14.9,31.5,31.5,31.5,31.5,31.5,0.15
BU18920106,27,27,27,27,27,20.5,20.5,20.5,20.5,20.5,0.15
BU18920191,24.8,24.8,24.8,24.8,24.8,20.8,20.8,20.8,20.8,20.8,0.15
BU18920209,20.9,20.9,20.9,20.9,20.9,15.1,15.1,15.1,15.1,15.1,0.15
BU18920292,31.1,31.1,31.1,31.1,31.1,27.5,27.5,27.5,27.5,27.5,0.15
BU18920301,7.6,7.6,7.6,7.6,7.6,6.1,6.1,6.1,6.1,6.1,0.15
BU18920302,8.1,8.1,8.1,8.1,8.1,7.2,7.2,7.2,7.2,7.2,0.15
BU18920303,7.5,7.5,7.5,7.5,7.5,8.4,8.4,8.4,8.4,8.4,0.15
BU18920304,9.5,9.5,9.5,9.5,9.5,7.4,7.4,7.4,7.4,7.4,0.15
BU18920305,13.6,13.6,13.6,13.6,13.6,7.1,7.1,7.1,7.1,7.1,0.15
BU18920306,7.6,7.6,7.6,7.6,7.6,5.1,5.1,5.1,5.1,5.1,0.15
BU18920307,10,10,10,10,10,6.5,6.5,6.5,6.5,6.5,0.15
BU18920308,14.7,14.7,14.7,14.7,14.7,15.3,15.3,15.3,15.3,15.3,0.15
BU18920309,17.4,17.4,17.4,17.4,17.4,6.4,6.4,6.4,6.4,6.4,0.15
BU18920310,37,37,37,37,37,21,21,21,21,21,0.15
BU18920399,29,29,29,29,29,29.4,29.4,29.4,29.4,29.4,0.15
BU18920401,7.7,7.7,7.7,7.7,7.7,5.4,5.4,5.4,5.4,5.4,0.15
BU18920402,22.2,22.2,22.2,22.2,22.2,11.2,11.2,11.2,11.2,11.2,0.15
BU18920403,8.2,8.2,8.2,8.2,8.2,7.5,7.5,7.5,7.5,7.5,0.15
BU18920404,5.9,5.9,5.9,5.9,5.9,7.6,7.6,7.6,7.6,7.6,0.15
BU18920405,4.3,4.3,4.3,4.3,4.3,4.6,4.6,4.6,4.6,4.6,0.15
BU18920406,17.3,17.3,17.3,17.3,17.3,12.8,12.8,12.8,12.8,12.8,0.15
BU18920407,20.4,20.4,20.4,20.4,20.4,10.4,10.4,10.4,10.4,10.4,0.15
BU18920408,7.6,7.6,7.6,7.6,7.6,7.9,7.9,7.9,7.9,7.9,0.15
BU18920409,6.9,6.9,6.9,6.9,6.9,7.6,7.6,7.6,7.6,7.6,0.15
BU18920410,1,1,1,1,1,0.1,0.1,0.1,0.1,0.1,0.15
BU18920411,8.9,8.9,8.9,8.9,8.9,9.3,9.3,9.3,9.3,9.3,0.15
BU18920412,9.4,9.4,9.4,9.4,9.4,8.9,8.9,8.9,8.9,8.9,0.15
BU18920491,19.9,19.9,19.9,19.9,19.9,25.6,25.6,25.6,25.6,25.6,0.15
BU18920492,16.4,16.4,16.4,16.4,16.4,21.1,21.1,21.1,21.1,21.1,0.15
BU18920493,27,27,27,27,27,17.8,17.8,17.8,17.8,17.8,0.15
BU19010101,22.2,22.2,22.2,22.2,22.2,18.9,18.9,18.9,18.9,18.9,0.15
BU19010102,21.7,21.7,21.7,21.7,21.7,8.4,8.4,8.4,8.4,8.4,0.15
BU19010103,7.2,7.2,7.2,7.2,7.2,7,7,7,7,7,0.15
BU19010104,29.1,29.1,29.1,29.1,29.1,17.2,17.2,17.2,17.2,17.2,0.15
BU19010205,6.7,6.7,6.7,6.7,6.7,5.9,5.9,5.9,5.9,5.9,0.15
BU19010306,19.9,19.9,19.9,19.9,19.9,16.2,16.2,16.2,16.2,16.2,0.15
BU19010307,53.4,53.4,53.4,53.4,53.4,30.2,30.2,30.2,30.2,30.2,0.15
BU19010308,23.1,23.1,23.1,23.1,23.1,29.8,29.8,29.8,29.8,29.8,0.15
BU19010309,8.1,8.1,8.1,8.1,8.1,7.2,7.2,7.2,7.2,7.2,0.15
BU19010310,10,10,10,10,10,8.4,8.4,8.4,8.4,8.4,0.15
BU19010311,25.8,25.8,25.8,25.8,25.8,9.4,9.4,9.4,9.4,9.4,0.15
BU19010312,12.7,12.7,12.7,12.7,12.7,9.2,9.2,9.2,9.2,9.2,0.15
BU19010413,23.9,23.9,23.9,23.9,23.9,15.6,15.6,15.6,15.6,15.6,0.15
BU19010514,12.7,12.7,12.7,12.7,12.7,12.3,12.3,12.3,12.3,12.3,0.15
BU19010615,14.1,14.1,14.1,14.1,14.1,39.6,39.6,39.6,39.6,39.6,0.15
BU19010616,19.9,19.9,19.9,19.9,19.9,23.4,23.4,23.4,23.4,23.4,0.15
BU19010617,19.7,19.7,19.7,19.7,19.7,29,29,29,29,29,0.15
BU19010618,26,26,26,26,26,30.8,30.8,30.8,30.8,30.8,0.15
BU19010619,28,28,28,28,28,24.9,24.9,24.9,24.9,24.9,0.15
BU19010620,13.7,13.7,13.7,13.7,13.7,27.5,27.5,27.5,27.5,27.5,0.15
BU19010621,12.6,12.6,12.6,12.6,12.6,14.4,14.4,14.4,14.4,14.4,0.15
BU19010722,7.5,7.5,7.5,7.5,7.5,8.7,8.7,8.7,8.7,8.7,0.15
BU19010723,12.9,12.9,12.9,12.9,12.9,10.8,10.8,10.8,10.8,10.8,0.15
BU19010724,8.8,8.8,8.8,8.8,8.8,8,8,8,8,8,0.15
BU19010725,25.1,25.1,25.1,25.1,25.1,20.6,20.6,20.6,20.6,20.6,0.15
BU19010726,17.5,17.5,17.5,17.5,17.5,27.6,27.6,27.6,27.6,27.6,0.15
BU19010727,43.3,43.3,43.3,43.3,43.3,30.2,30.2,30.2,30.2,30.2,0.15
BU19010728,26.4,26.4,26.4,26.4,26.4,17.1,17.1,17.1,17.1,17.1,0.15
BU19010729,44.8,44.8,44.8,44.8,44.8,25,25,25,25,25,0.15
BU19010730,11.1,11.1,11.1,11.1,11.1,17.7,17.7,17.7,17.7,17.7,0.15
BU19010831,8.6,8.6,8.6,8.6,8.6,8.4,8.4,8.4,8.4,8.4,0.15
BU19010832,17.4,17.4,17.4,17.4,17.4,15.6,15.6,15.6,15.6,15.6,0.15
BU19010833,19.9,19.9,19.9,19.9,19.9,23.4,23.4,23.4,23.4,23.4,0.15
BU19010834,21.1,21.1,21.1,21.1,21.1,24.2,24.2,24.2,24.2,24.2,0.15
BU19010935,9.6,9.6,9.6,9.6,9.6,7.8,7.8,7.8,7.8,7.8,0.15
BU19010936,26.5,26.5,26.5,26.5,26.5,23,23,23,23,23,0.15
BU19010937,25.4,25.4,25.4,25.4,25.4,31.1,31.1,31.1,31.1,31.1,0.15
BU19040101,19.5,19.5,19.5,19.5,19.5,21.9,21.9,21.9,21.9,21.9,0.15
BU19040102,29.5,29.5,29.5,29.5,29.5,32.3,32.3,32.3,32.3,32.3,0.15
BU19040103,11.3,11.3,11.3,11.3,11.3,26.9,26.9,26.9,26.9,26.9,0.15
BU19040104,10.6,10.6,10.6,10.6,10.6,3.9,3.9,3.9,3.9,3.9,0.15
BU19040105,8.2,8.2,8.2,8.2,8.2,7.8,7.8,7.8,7.8,7.8,0.15
BU19040106,8.2,8.2,8.2,8.2,8.2,5.9,5.9,5.9,5.9,5.9,0.15
BU19040107,20.3,20.3,20.3,20.3,20.3,4.8,4.8,4.8,4.8,4.8,0.15
BU19040108,9.6,9.6,9.6,9.6,9.6,10.6,10.6,10.6,10.6,10.6,0.15
BU19040109,5.6,5.6,5.6,5.6,5.6,7.1,7.1,7.1,7.1,7.1,0.15
BU19040110,7.6,7.6,7.6,7.6,7.6,5.3,5.3,5.3,5.3,5.3,0.15
BU19040111,9.9,9.9,9.9,9.9,9.9,8,8,8,8,8,0.15
BU19040112,4.2,4.2,4.2,4.2,4.2,3.9,3.9,3.9,3.9,3.9,0.15
BU19040113,11.6,11.6,11.6,11.6,11.6,9.2,9.2,9.2,9.2,9.2,0.15
BU19040114,19.9,19.9,19.9,19.9,19.9,8.2,8.2,8.2,8.2,8.2,0.15
BU19040115,7.5,7.5,7.5,7.5,7.5,6.9,6.9,6.9,6.9,6.9,0.15
BU19040116,6.1,6.1,6.1,6.1,6.1,5.2,5.2,5.2,5.2,5.2,0.15
BU19040117,6.5,6.5,6.5,6.5,6.5,6,6,6,6,6,0.15
BU19040118,6.1,6.1,6.1,6.1,6.1,5,5,5,5,5,0.15
BU19040119,36.8,36.8,36.8,36.8,36.8,23.8,23.8,23.8,23.8,23.8,0.15
BU19040201,28.3,28.3,28.3,28.3,28.3,34.8,34.8,34.8,34.8,34.8,0.15
BU19040202,33.1,33.1,33.1,33.1,33.1,23.1,23.1,23.1,23.1,23.1,0.15
BU19040203,20,20,20,20,20,25.9,25.9,25.9,25.9,25.9,0.15
BU19040204,1.2,1.2,1.2,1.2,1.2,36.6,36.6,36.6,36.6,36.6,0.15
BU19040205,24.6,24.6,24.6,24.6,24.6,39.1,39.1,39.1,39.1,39.1,0.15
BU19040206,25,25,25,25,25,22.3,22.3,22.3,22.3,22.3,0.15
BU19040207,7.1,7.1,7.1,7.1,7.1,7.6,7.6,7.6,7.6,7.6,0.15
BU19040208,32.4,32.4,32.4,32.4,32.4,14.8,14.8,14.8,14.8,14.8,0.15
BU19040209,2.1,2.1,2.1,2.1,2.1,1.4,1.4,1.4,1.4,1.4,0.15
BU19040211,6.6,6.6,6.6,6.6,6.6,33,33,33,33,33,0.15
BU19040212,9.2,9.2,9.2,9.2,9.2,9,9,9,9,9,0.15
BU19040213,8.1,8.1,8.1,8.1,8.1,7.3,7.3,7.3,7.3,7.3,0.15
BU19040214,30.3,30.3,30.2,30.3,30.2,4.2,4.2,4.2,4.2,4.2,0.15
BU19040215,4.8,4.8,4.8,4.8,4.8,5.9,5.9,5.9,5.9,5.9,0.15
BU19040216,5,5,5,5,5,9.2,9.2,9.2,9.2,9.2,0.15
BU19040301,28.2,28.2,28.2,28.2,28.2,37,37,37,37,37,0.15
BU19040302,20.8,20.8,20.8,20.8,20.8,32.5,32.5,32.5,32.5,32.5,0.15
BU19040303,30.3,30.3,30.3,30.3,30.3,19,19,19,19,19,0.15
BU19040306,9.9,9.9,9.9,9.9,9.9,13.4,13.4,13.4,13.4,13.4,0.15
BU19040307,8.5,8.5,8.5,8.5,8.5,10.8,10.8,10.8,10.8,10.8,0.15
BU19040308,10,10,10,10,10,8,8,8,8,8,0.15
BU19040309,17,17,17,17,17,10.7,10.7,10.7,10.7,10.7,0.15
BU19040310,11.2,11.2,11.2,11.2,11.2,4.9,4.9,4.9,4.9,4.9,0.15
BU19040311,9.1,9.1,9.1,9.1,9.1,4.9,4.9,4.9,4.9,4.9,0.15
BU19040312,10.5,10.5,10.5,10.5,10.5,11.9,11.9,11.9,11.9,11.9,0.15
BU19040401,29.2,29.2,29.2,29.2,29.2,25.3,25.3,25.3,25.3,25.3,0.15
BU19040402,8.3,8.3,8.3,8.3,8.3,11,11,11,11,11,0.15
BU19040501,21.1,21.1,21.1,21.1,21.1,30.2,30.2,30.2,30.2,30.2,0.15
BU19040502,18.1,18.1,18.1,18.1,18.1,34.4,34.4,34.4,34.4,34.4,0.15
BU19040503,30.2,30.2,30.2,30.2,30.2,15.8,15.8,15.8,15.8,15.8,0.15
BU19040504,22,22,22,22,22,28.3,28.3,28.3,28.3,28.3,0.15
BU19040505,10.7,10.7,10.7,10.7,10.7,10.8,10.8,10.8,10.8,10.8,0.15
BU19040506,16.6,16.6,16.6,16.6,16.6,19.6,19.6,19.6,19.6,19.6,0.15
BU19040507,7.7,7.7,7.7,7.7,7.7,8.2,8.2,8.2,8.2,8.2,0.15
BU19040508,8.1,8.1,8.1,8.1,8.1,7,7,7,7,7,0.15
BU19040601,24.9,24.9,24.9,24.9,24.9,18.3,18.3,18.3,18.3,18.3,0.15
BU19040602,46.5,46.5,46.5,46.5,46.5,20.9,20.9,20.9,20.9,20.9,0.15
BU19040603,12.5,12.5,12.5,12.5,12.5,9.6,9.6,9.6,9.6,9.6,0.15
BU19040604,14.7,14.7,14.7,14.7,14.7,10,10,10,10,10,0.15
BU19040701,11.9,11.9,11.9,11.9,11.9,12,12,12,12,12,0.15
BU19040702,31.1,31.1,31.1,31.1,31.1,26.8,26.8,26.8,26.8,26.8,0.15
BU19040703,14.6,14.6,14.6,14.6,14.6,17.8,17.8,17.8,17.8,17.8,0.15
BU19040801,21.8,21.8,21.8,21.8,21.8,14.9,14.9,14.9,14.9,14.9,0.15
BU19040802,48.5,48.5,48.5,48.5,48.5,15.7,15.7,15.7,15.7,15.7,0.15
BU19040804,9.4,9.4,9.4,9.4,9.4,8.9,8.9,8.9,8.9,8.9,0.15
BU19040805,17,17,17,17,17,16.7,16.7,16.7,16.7,16.7,0.15
BU19040901,52.9,52.9,52.9,52.9,52.9,21,21,21,21,21,0.15
BU19040902,16.4,16.4,16.4,16.4,16.4,27.5,27.5,27.5,27.5,27.5,0.15
BU19040903,38.4,38.4,38.4,38.4,38.4,35,35,35,35,35,0.15
BU19040904,11.2,11.2,11.2,11.2,11.2,22,22,22,22,22,0.15
BU19040905,23.4,23.4,23.4,23.4,23.4,11.4,11.4,11.4,11.4,11.4,0.15
BU19040906,0,0,0,0,0,20.9,20.9,20.9,20.9,20.9,0.15
BU19040907,0,0,0,0,0,4,4,4,4,4,0.15
BU19041001,7.8,7.8,7.8,7.8,7.8,36,36,36,36,36,0.15
BU19041002,11.5,11.5,11.5,11.5,11.5,20.1,20.1,20.1,20.1,20.1,0.15
BU19041003,12.7,12.7,12.7,12.7,12.7,11.8,11.8,11.8,11.8,11.8,0.15
BU19041101,19.8,19.8,19.8,19.8,19.8,14.2,14.2,14.2,14.2,14.2,0.15
BU19041201,5,5,5,5,5,2.8,2.8,2.8,2.8,2.8,0.15
BU19041202,9.7,9.7,9.7,9.7,9.7,2.3,2.3,2.3,2.3,2.3,0.15
BU19041203,6.7,6.7,6.7,6.7,6.7,5.8,5.8,5.8,5.8,5.8,0.15
BU19041204,6.8,6.8,6.8,6.8,6.8,8.5,8.5,8.5,8.5,8.5,0.15
BU19041205,6.6,6.6,6.6,6.6,6.6,6.7,6.7,6.7,6.7,6.7,0.15
BU19041206,5.6,5.6,5.6,5.6,5.6,8,8,8,8,8,0.15
BU19041207,5.7,5.7,5.7,5.7,5.7,7.6,7.6,7.6,7.6,7.6,0.15
BU19041208,7.1,7.1,7.1,7.1,7.1,8.4,8.4,8.4,8.4,8.4,0.15
BU19041209,6.2,6.2,6.2,6.2,6.2,8.7,8.7,8.7,8.7,8.7,0.15
BU19041210,4.8,4.8,4.8,4.8,4.8,7.9,7.9,7.9,7.9,7.9,0.15
BU19041211,6.2,6.2,6.2,6.2,6.2,8.1,8.1,8.1,8.1,8.1,0.15
BU19041212,6.7,6.7,6.7,6.7,6.7,8.7,8.7,8.7,8.7,8.7,0.15
BU19041213,3.1,3.1,3.1,3.1,3.1,1.8,1.8,1.8,1.8,1.8,0.15
BU19041214,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.1,0.1,0.15
BU19041215,6.1,6.1,6.1,6.1,6.1,9,9,9,9,9,0.15
BU19160100,9.9,9.9,9.9,9.9,9.9,9.4,9.4,9.4,9.4,9.4,0.15
BU19160101,4.9,4.9,4.9,4.9,4.9,4.1,4.1,4.1,4.1,4.1,0.15
BU19160102,4.9,4.9,4.9,4.9,4.9,4.7,4.7,4.7,4.7,4.7,0.15
BU19160103,5.6,5.6,5.6,5.6,5.6,0.4,0.4,0.4,0.4,0.4,0.15
BU19160104,22.3,22.3,22.3,22.3,22.3,14.1,14.1,14.1,14.1,14.1,0.15
BU19160200,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0.15
BU19160201,8.3,8.3,8.3,8.3,8.3,7.8,7.8,7.8,7.8,7.8,0.15
BU19160300,6.3,6.3,6.3,6.3,6.3,6.6,6.6,6.6,6.6,6.6,0.15
BU19160301,8.8,8.8,8.8,8.8,8.8,6.6,6.6,6.6,6.6,6.6,0.15
BU19160400,10.4,10.4,10.4,10.4,10.4,11.6,11.6,11.6,11.6,11.6,0.15
BU19160401,26.7,26.7,26.7,26.7,26.7,24.9,24.9,24.9,24.9,24.9,0.15
BU19160500,3.9,3.9,3.9,3.9,3.9,2.6,2.6,2.6,2.6,2.6,0.15
BU19160501,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.7,0.15
BU19160502,6.2,6.2,6.2,6.2,6.2,4.8,4.8,4.8,4.8,4.8,0.15
BU19160503,6.2,6.2,6.2,6.2,6.2,8.6,8.6,8.6,8.6,8.6,0.15
BU19160600,1.4,1.4,1.4,1.4,1.4,0.4,0.4,0.4,0.4,0.4,0.15
BU19160601,5.2,5.2,5.2,5.2,5.2,2.4,2.4,2.4,2.4,2.4,0.15
BU19160700,8.6,8.6,8.6,8.6,8.6,9.9,9.9,9.9,9.9,9.9,0.15
BU19160701,5.8,5.8,5.8,5.8,5.8,7.4,7.4,7.4,7.4,7.4,0.15
BU19160702,7.5,7.5,7.5,7.5,7.5,6.6,6.6,6.6,6.6,6.6,0.15
BU19160703,4.7,4.7,4.7,4.7,4.7,3,3,3,3,3,0.15
BU19160800,6.8,6.8,6.8,6.8,6.8,4,4,4,4,4,0.15
BU19160801,9.4,9.4,9.4,9.4,9.4,3.6,3.6,3.6,3.6,3.6,0.15
BU19160900,4.1,4.1,4.1,4.1,4.1,2.1,2.1,2.1,2.1,2.1,0.15
BU19160901,6.7,6.7,6.7,6.7,6.7,8.1,8.1,8.1,8.1,8.1,0.15
BU19161000,3.6,3.6,3.6,3.6,3.6,2.7,2.7,2.7,2.7,2.7,0.15
BU19161100,3.6,3.6,3.6,3.6,3.6,2.4,2.4,2.4,2.4,2.4,0.15
BU19161200,6.2,6.2,6.2,6.2,6.2,7.7,7.7,7.7,7.7,7.7,0.15
BU19161201,14.3,14.3,14.3,14.3,14.3,11.6,11.6,11.6,11.6,11.6,0.15
BU19240001,10.7,10.7,10.7,10.7,10.7,7,7,7,7,7,0.15
BU19240002,9.3,9.3,9.3,9.3,9.3,13.3,13.3,13.3,13.3,13.3,0.15
BU19240003,22.8,22.8,22.8,22.8,22.8,18.7,18.7,18.7,18.7,18.7,0.15
BU19240101,8.9,8.9,8.9,8.9,8.9,8.8,8.8,8.8,8.8,8.8,0.15
BU19240102,10.3,10.3,10.3,10.3,10.3,12.1,12.1,12.1,12.1,12.1,0.15
BU19240103,11.6,11.6,11.6,11.6,11.6,12,12,12,12,12,0.15
BU19240104,14.8,14.8,14.8,14.8,14.8,13.2,13.2,13.2,13.2,13.2,0.15
BU19240105,13.1,13.1,13.1,13.1,13.1,12.9,12.9,12.9,12.9,12.9,0.15
BU19240106,7.4,7.4,7.4,7.4,7.4,7.6,7.6,7.6,7.6,7.6,0.15
BU19240107,26.4,26.4,26.4,26.4,26.4,16.1,16.1,16.1,16.1,16.1,0.15
BU19240108,37.4,37.4,37.4,37.4,37.4,15.5,15.5,15.5,15.5,15.5,0.15
BU19240109,20.8,20.8,20.8,20.8,20.8,18,18,18,18,18,0.15
BU19240201,8.4,8.4,8.4,8.4,8.4,10.5,10.5,10.5,10.5,10.5,0.15
BU19240202,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,0.15
BU19240203,10.1,10.1,10.1,10.1,10.1,11.5,11.5,11.5,11.5,11.5,0.15
BU19240204,20.3,20.3,20.3,20.3,20.3,19.1,19.1,19.1,19.1,19.1,0.15
BU19240205,18.6,18.6,18.6,18.6,18.6,21.9,21.9,21.9,21.9,21.9,0.15
BU19240301,10.9,10.9,10.9,10.9,10.9,6.2,6.2,6.2,6.2,6.2,0.15
BU19240302,8.7,8.7,8.7,8.7,8.7,6.8,6.8,6.8,6.8,6.8,0.15
BU19240303,8.6,8.6,8.6,8.6,8.6,10.1,10.1,10.1,10.1,10.1,0.15
BU19240304,9.4,9.4,9.4,9.4,9.4,8.7,8.7,8.7,8.7,8.7,0.15
BU19240305,14.6,14.6,14.6,14.6,14.6,22,22,22,22,22,0.15
BU19240306,9.7,9.7,9.7,9.7,9.7,11.3,11.3,11.3,11.3,11.3,0.15
BU19240307,10,10,10,10,10,9.3,9.3,9.3,9.3,9.3,0.15
BU19240401,9.1,9.1,9.1,9.1,9.1,7.7,7.7,7.7,7.7,7.7,0.15
BU19240402,14.3,14.3,14.3,14.3,14.3,18.1,18.1,18.1,18.1,18.1,0.15
BU19240403,21.1,21.1,21.1,21.1,21.1,27.6,27.6,27.6,27.6,27.6,0.15
BU19240501,9.4,9.4,9.4,9.4,9.4,8.7,8.7,8.7,8.7,8.7,0.15
BU19240502,28.2,28.2,28.2,28.2,28.2,20.1,20.1,20.1,20.1,20.1,0.15
BU19240601,9.1,9.1,9.1,9.1,9.1,8.3,8.3,8.3,8.3,8.3,0.15
BU19240602,11.3,11.3,11.3,11.3,11.3,8.6,8.6,8.6,8.6,8.6,0.15
BU19240603,7.6,7.6,7.6,7.6,7.6,7.4,7.4,7.4,7.4,7.4,0.15
BU19240604,11.2,11.2,11.2,11.2,11.2,23.4,23.4,23.4,23.4,23.4,0.15
BU19240605,15.5,15.5,15.5,15.5,15.5,25.3,25.3,25.3,25.3,25.3,0.15
BU19240606,26.2,26.2,26.2,26.2,26.2,26.9,26.9,26.9,26.9,26.9,0.15
BU19240701,9.3,9.3,9.3,9.3,9.3,7.5,7.5,7.5,7.5,7.5,0.15
BU19240702,8.3,8.3,8.3,8.3,8.3,7.8,7.8,7.8,7.8,7.8,0.15
BU19240703,9.9,9.9,9.9,9.9,9.9,9.8,9.8,9.8,9.8,9.8,0.15
BU19240704,21.1,21.1,21.1,21.1,21.1,11.9,11.9,11.9,11.9,11.9,0.15
BU19240705,28.2,28.2,28.2,28.2,28.2,24.9,24.9,24.9,24.9,24.9,0.15
BU19240801,8.8,8.8,8.8,8.8,8.8,9.5,9.5,9.5,9.5,9.5,0.15
BU19240802,27.8,27.8,27.8,27.8,27.8,17.6,17.6,17.6,17.6,17.6,0.15
BU19240901,9.8,9.8,9.8,9.8,9.8,8.9,8.9,8.9,8.9,8.9,0.15
BU19240902,8.7,8.7,8.7,8.7,8.7,16.8,16.8,16.8,16.8,16.8,0.15
BU19240903,31.2,31.2,31.2,31.2,31.2,18.7,18.7,18.7,18.7,18.7,0.15
BU19241001,7.4,7.4,7.4,7.4,7.4,5.2,5.2,5.2,5.2,5.2,0.15
BU19241002,7.4,7.4,7.4,7.4,7.4,8.8,8.8,8.8,8.8,8.8,0.15
BU19241003,8.9,8.9,8.9,8.9,8.9,8.7,8.7,8.7,8.7,8.7,0.15
BU19241004,5.9,5.9,5.9,5.9,5.9,5.8,5.8,5.8,5.8,5.8,0.15
BU19241005,7.4,7.4,7.4,7.4,7.4,8.5,8.5,8.5,8.5,8.5,0.15
BU19241006,22.3,22.3,22.3,22.3,22.3,26.2,26.2,26.2,26.2,26.2,0.15
BU19241101,10.3,10.3,10.3,10.3,10.3,9.7,9.7,9.7,9.7,9.7,0.15
BU19241102,37.8,37.8,37.8,37.8,37.8,14.6,14.6,14.6,14.6,14.6,0.15
BU19241103,22.5,22.5,22.5,22.5,22.5,24.1,24.1,24.1,24.1,24.1,0.15
BU19241201,11,11,11,11,11,10,10,10,10,10,0.15
BU19241202,31.7,31.7,31.7,31.7,31.7,29.6,29.6,29.6,29.6,29.6,0.15
BU19241301,11.3,11.3,11.3,11.3,11.3,8.7,8.7,8.7,8.7,8.7,0.15
BU19241302,23.9,23.9,23.9,23.9,23.9,19.8,19.8,19.8,19.8,19.8,0.15
BU19260101,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,0.15
BU19260102,7.4,7.4,7.4,7.4,7.4,5.5,5.5,5.5,5.5,5.5,0.15
BU19260103,7.9,7.9,7.9,7.9,7.9,6.6,6.6,6.6,6.6,6.6,0.15
BU19260104,8.4,8.4,8.4,8.4,8.4,8.7,8.7,8.7,8.7,8.7,0.15
BU19260105,8,8,8,8,8,6.4,6.4,6.4,6.4,6.4,0.15
BU19260106,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.1,4.1,4.1,0.15
BU19260107,12.2,12.2,12.2,12.2,12.2,8.1,8.1,8.1,8.1,8.1,0.15
BU19260111,21.1,21.1,21.1,21.1,21.1,20.4,20.4,20.4,20.4,20.4,0.15
BU19260112,29.9,29.9,29.9,29.9,29.9,21.1,21.1,21.1,21.1,21.1,0.15
BU19260113,33.3,33.3,33.3,33.3,33.3,22.8,22.8,22.8,22.8,22.8,0.15
BU19260114,13.2,13.2,13.2,13.2,13.2,18,18,18,18,18,0.15
BU19260221,4.7,4.7,4.7,4.7,4.7,5.2,5.2,5.2,5.2,5.2,0.15
BU19260222,7.8,7.8,7.8,7.8,7.8,9.9,9.9,9.9,9.9,9.9,0.15
BU19260223,8.2,8.2,8.2,8.2,8.2,8.6,8.6,8.6,8.6,8.6,0.15
BU19260224,10,10,10,10,10,10.7,10.7,10.7,10.7,10.7,0.15
BU19260225,7.3,7.3,7.3,7.3,7.3,5,5,5,5,5,0.15
BU19260226,10.2,10.2,10.2,10.2,10.2,7.7,7.7,7.7,7.7,7.7,0.15
BU19260231,20,20,20,20,20,18.1,18.1,18.1,18.1,18.1,0.15
BU19260232,21.3,21.3,21.3,21.3,21.3,13.7,13.7,13.7,13.7,13.7,0.15
BU19260341,9,9,9,9,9,9.5,9.5,9.5,9.5,9.5,0.15
BU19260342,7.7,7.7,7.7,7.7,7.7,7.1,7.1,7.1,7.1,7.1,0.15
BU19260351,24.6,24.6,24.6,24.6,24.6,16.4,16.4,16.4,16.4,16.4,0.15
BU19270000,22.3,22.3,22.3,22.3,22.3,14.4,14.4,14.4,14.4,14.4,0.15
BU19270001,12,12,12,12,12,7.4,7.4,7.4,7.4,7.4,0.15
BU19270002,7.1,7.1,7.1,7.1,7.1,12,12,12,12,12,0.15
BU19270003,7.8,7.8,7.8,7.8,7.8,8.7,8.7,8.7,8.7,8.7,0.15
BU19270009,11.4,11.4,11.4,11.4,11.4,7.7,7.7,7.7,7.7,7.7,0.15
BU19270100,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,0.15
BU19270109,22.4,22.4,22.4,22.4,22.4,18.7,18.7,18.7,18.7,18.7,0.15
BU19270200,33,33,33,33,33,13.3,13.3,13.3,13.3,13.3,0.15
BU19270201,13.7,13.7,13.7,13.7,13.7,11,11,11,11,11,0.15
BU19270202,21.7,21.7,21.7,21.7,21.7,14.7,14.7,14.7,14.7,14.7,0.15
BU19270300,12.6,12.6,12.6,12.6,12.6,11,11,11,11,11,0.15
BU19270309,31.3,31.3,31.3,31.3,31.3,27.1,27.1,27.1,27.1,27.1,0.15
